Sat May 31 12:36:27 2025    mdetector_profile.prof

         50447367 function calls (50277928 primitive calls) in 55949.437 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/reader.py:177(update_raw)
        8    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/parser.py:264(parse_block_node)
      118    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/events.py:37(__init__)
      362    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/abc.py:117(__instancecheck__)
      350    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/scanner.py:38(__init__)
      684    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/parser.py:107(peek_event)
      446    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        6    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/reader.py:138(check_printable)
      352    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/std.py:163(colour)
        6    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:645(_compile_bytecode)
      116    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/numpy/core/_internal.py:525(_view_is_safe)
      130    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/threading.py:1133(is_alive)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/std.py:686(_decr_instances)
      121    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        5    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/threading.py:1066(_wait_for_tstate_lock)
      128    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
      366    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/scanner.py:312(remove_possible_simple_key)
      118    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/resolver.py:21(__init__)
        7    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/tempfile.py:152(<listcomp>)
      738    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      116    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/emitter.py:106(dispose)
      344    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/scanner.py:349(add_indent)
      175    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       67    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/logging/__init__.py:218(_acquireLock)
      362    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/pool.py:422(imap_unordered)
        3    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/reduction.py:38(__init__)
       56    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/random.py:343(choice)
      116    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/h5py/_hl/files.py:189(make_fcpl)
        3    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/threading.py:992(_stop)
        5    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/threading.py:528(__init__)
        6    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/parser.py:267(parse_flow_node)
      118    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/events.py:55(__init__)
       12    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/constructor.py:405(construct_yaml_seq)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:135(_path_stat)
        7    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/tempfile.py:138(rng)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/scanner.py:612(fetch_anchor)
        6    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/threading.py:228(__init__)
      396    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/pool.py:836(__init__)
       56    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/process.py:193(name)
        7    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/util.py:171(register_after_fork)
        6    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/constructor.py:124(construct_sequence)
      230    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/process.py:99(_check_closed)
       59    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/_weakrefset.py:39(_remove)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/utils.py:213(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:486(_init_module_attrs)
        6    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/constructor.py:129(<listcomp>)
        3    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/connection.py:516(Pipe)
       30    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/constructor.py:233(construct_yaml_bool)
      116    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/h5py/_hl/files.py:641(__enter__)
       56    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/random.py:237(_randbelow_with_getrandbits)
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/logging/__init__.py:1424(debug)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/std.py:679(_get_free_pos)
      118    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
      116    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/emitter.py:792(write_stream_start)
        3    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/threading.py:1028(join)
      127    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/context.py:41(cpu_count)
       16    0.000    0.000    0.000    0.000 /home/drugge/Unsupervised-Moving-Point-Detection/m_detector_python/scripts/run_mdetector_and_save.py:76(<listcomp>)
       16    0.000    0.000    0.000    0.000 /home/drugge/Unsupervised-Moving-Point-Detection/m_detector_python/scripts/run_mdetector_and_save.py:131(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
        7    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/weakref.py:165(__setitem__)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:121(_path_join)
        6    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/scanner.py:484(fetch_block_entry)
        1    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        8    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/std.py:110(__enter__)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/std.py:438(status_printer)
      115    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/popen_fork.py:1(<module>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:156(__enter__)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/scanner.py:48(__init__)
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/random.py:117(__init__)
        3    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/connection.py:365(_send)
      121    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
      302    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/std.py:113(__exit__)
        4    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/logging/__init__.py:2034(getLogger)
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/random.py:126(seed)
        4    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/scanner.py:447(fetch_flow_sequence_end)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/parser.py:127(parse_stream_start)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/scanner.py:359(fetch_stream_start)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/std.py:682(<setcomp>)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:385(cached)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/scanner.py:371(fetch_stream_end)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/_weakrefset.py:111(remove)
        1    0.000    0.000    0.000    0.000 {built-in method io.open_code}
        4    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/scanner.py:424(fetch_flow_sequence_start)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/utils.py:266(_supports_unicode)
        4    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/scanner.py:470(fetch_flow_entry)
        6    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/connection.py:130(__del__)
       56    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/process.py:205(daemon)
        4    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/scanner.py:430(fetch_flow_collection_start)
        4    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/scanner.py:453(fetch_flow_collection_end)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1509(_get_spec)
        3    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:123(<listcomp>)
        4    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/logging/__init__.py:1284(getLogger)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:166(_get_module_lock)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:361(cache_from_source)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:491(_get_cached)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/functools.py:392(__get__)
      479    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {built-in method posix.write}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
       56    0.000    0.000    0.000    0.000 {built-in method posix.waitstatus_to_exitcode}
        8    0.000    0.000    0.000    0.000 /home/drugge/Unsupervised-Moving-Point-Detection/m_detector_python/scripts/run_mdetector_and_save.py:149(<listcomp>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/utils.py:156(__init__)
        6    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/connection.py:360(_close)
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/__init__.py:329(add_representer)
        3    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/synchronize.py:94(__enter__)
        3    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/_distutils_hack/__init__.py:101(find_spec)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fce3b62b700}
        4    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/utils.py:187(disable_on_exception)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:696(spec_from_file_location)
        4    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/threading.py:1229(_make_invoke_excepthook)
       57    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/util.py:44(sub_debug)
        7    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/weakref.py:348(__new__)
        3    0.000    0.000    0.000    0.000 {method 'dump' of '_pickle.Pickler' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:160(__exit__)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/utils.py:252(_is_utf)
        7    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/threading.py:1147(daemon)
        6    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/utils.py:152(wrapper_setattr)
       89    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:231(_verbose_message)
        7    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/weakref.py:353(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:112(release)
        6    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/std.py:226(__init__)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/parser.py:159(parse_document_start)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:87(acquire)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/parser.py:190(parse_document_end)
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/logging/__init__.py:1335(_fixupParents)
        4    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/threading.py:757(_newname)
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/logging/__init__.py:1908(basicConfig)
        3    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/process.py:234(ident)
        4    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/utils.py:139(__getattr__)
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/abc.py:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:560(_classify_pyc)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/utils.py:125(__eq__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:127(_path_split)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/pool.py:276(_get_sentinels)
        3    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/synchronize.py:97(__exit__)
        6    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/connection.py:117(__init__)
        4    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/std.py:1157(__hash__)
       12    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/scanner.py:706(check_block_entry)
        7    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/synchronize.py:90(_make_methods)
        3    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/posixpath.py:60(isabs)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:185(cb)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:878(__exit__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1077(path_stats)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1179(exec_module)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/context.py:233(get_context)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:874(__enter__)
       14    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/threading.py:536(is_set)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/logging/__init__.py:1675(getEffectiveLevel)
        9    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x55b69a60a3e0}
       56    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/parser.py:81(__init__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1346(_path_importer_cache)
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/representer.py:65(add_representer)
        3    0.000    0.000    0.000    0.000 {method 'getbuffer' of '_io.BytesIO' objects}
        4    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/threading.py:1162(daemon)
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/pool.py:157(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:811(find_spec)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(find_spec)
        4    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/std.py:1153(_comparable)
        3    0.000    0.000    0.000    0.000 {method '__enter__' of '_multiprocessing.SemLock' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1155(__init__)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/std.py:1147(__del__)
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/pool.py:731(__enter__)
        6    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/events.py:16(__init__)
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/_collections_abc.py:98(__subclasshook__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:351(__init__)
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/popen_fork.py:12(Popen)
        3    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/connection.py:134(_check_closed)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:593(_validate_timestamp_pyc)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/constructor.py:24(__init__)
       18    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        8    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/codecs.py:331(getstate)
       18    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        6    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/tokens.py:77(__init__)
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/pool.py:263(__del__)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/logging/__init__.py:1276(disable)
       12    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/scanner.py:690(check_document_start)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:523(_check_name_wrapper)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/logging/__init__.py:1404(__init__)
        3    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/connection.py:142(_check_writable)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/tokens.py:33(__init__)
        5    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/logging/__init__.py:193(_checkLevel)
        4    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/_collections_abc.py:78(_check_methods)
        1    0.000    0.000    0.000    0.000 /home/drugge/Unsupervised-Moving-Point-Detection/m_detector_python/src/config_loader.py:27(get_mdetector_output_paths)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:175(_path_isabs)
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/tokens.py:84(__init__)
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:152(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        9    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/context.py:187(get_context)
        2    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        7    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/context.py:197(get_start_method)
        1    0.000    0.000    0.000    0.000 {method 'put' of '_queue.SimpleQueue' objects}
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/utils.py:282(_screen_shape_wrapper)
        3    0.000    0.000    0.000    0.000 {method '__exit__' of '_multiprocessing.SemLock' objects}
        3    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/logging/__init__.py:1230(append)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/parser.py:89(dispose)
        1    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/tqdm/_monitor.py:94(report)
        4    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/site-packages/yaml/composer.py:13(__init__)
        1    0.000    0.000    0.000    0.000 /home/drugge/Unsupervised-Moving-Point-Detection/m_detector_python/src/config_loader.py:20(get_nuscenes_params)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_relax_case)
        3    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 /home/drugge/miniconda3/envs/mdet_env_py/lib/python3.9/multiprocessing/pool.py:348(_check_running)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1006(__init__)
